Canal,Energía (keV),Cuentas
1659,812.83,17
1660,813.31,15
1661,813.79,14
1662,814.28,15
1663,814.76,20
1664,815.24,12
1665,815.73,16
1666,816.21,16
1667,816.69,19
1668,817.18,18
1669,817.66,13
1670,818.14,15
1671,818.62,15
1672,819.11,20
1673,819.59,17
1674,820.07,15
1675,820.56,22
1676,821.04,15
1677,821.52,16
1678,822.01,11
1679,822.49,17
1680,822.97,17
1681,823.45,21
1682,823.94,16
1683,824.42,16
1684,824.9,7
1685,825.39,18
1686,825.87,12
1687,826.35,18
1688,826.84,12
1689,827.32,23
1690,827.8,14
1691,828.28,19
1692,828.77,17
1693,829.25,15
1694,829.73,17
1695,830.22,19
1696,830.7,14
1697,831.18,11
1698,831.67,14
1699,832.15,13
1700,832.63,23
1701,833.12,18
1702,833.6,19
1703,834.08,8
1704,834.56,16
1705,835.05,16
1706,835.53,15
1707,836.01,11
1708,836.5,14
1709,836.98,22
1710,837.46,10
1711,837.95,12
1712,838.43,6
1713,838.91,17
1714,839.39,23
1715,839.88,21
1716,840.36,22
1717,840.84,16
1718,841.33,20
1719,841.81,12
1720,842.29,13
1721,842.78,12
1722,843.26,18
1723,843.74,17
1724,844.22,20
1725,844.71,26
1726,845.19,16
1727,845.67,18
1728,846.16,19
1729,846.64,13
1730,847.12,25
1731,847.61,17
1732,848.09,23
1733,848.57,18
1734,849.05,17
1735,849.54,16
1736,850.02,25
1737,850.5,16
1738,850.99,15
1739,851.47,16
1740,851.95,11
1741,852.44,10
1742,852.92,12
1743,853.4,18
1744,853.88,6
1745,854.37,23
1746,854.85,16
1747,855.33,27
1748,855.82,18
1749,856.3,10
1750,856.78,17
1751,857.27,15
1752,857.75,10
1753,858.23,17
1754,858.71,18
1755,859.2,15
1756,859.68,18
1757,860.16,20
1758,860.65,21
1759,861.13,15
1760,861.61,6
1761,862.1,11
1762,862.58,10
1763,863.06,19
1764,863.54,16
1765,864.03,17
1766,864.51,10
1767,864.99,16
1768,865.48,23
1769,865.96,20
1770,866.44,13
1771,866.93,7
1772,867.41,15
1773,867.89,20
1774,868.38,12
1775,868.86,17
1776,869.34,18
1777,869.82,10
1778,870.31,19
1779,870.79,16
1780,871.27,18
1781,871.76,16
1782,872.24,12
1783,872.72,15
1784,873.21,24
1785,873.69,19
1786,874.17,15
1787,874.65,13
1788,875.14,15
1789,875.62,10
1790,876.1,14
1791,876.59,14
1792,877.07,16
1793,877.55,14
1794,878.04,8
1795,878.52,7
1796,879.0,18
1797,879.48,13
1798,879.97,15
1799,880.45,9
1800,880.93,16
1801,881.42,19
1802,881.9,10
1803,882.38,15
1804,882.87,16
1805,883.35,9
1806,883.83,17
1807,884.31,13
1808,884.8,9
1809,885.28,20
1810,885.76,16
1811,886.25,20
1812,886.73,18
1813,887.21,8
1814,887.7,17
1815,888.18,12
1816,888.66,11
1817,889.14,13
1818,889.63,13
1819,890.11,11
1820,890.59,16
1821,891.08,18
1822,891.56,14
1823,892.04,14
1824,892.53,13
1825,893.01,23
1826,893.49,16
1827,893.97,21
1828,894.46,10
1829,894.94,11
1830,895.42,10
1831,895.91,14
1832,896.39,14
1833,896.87,15
1834,897.36,23
1835,897.84,19
1836,898.32,18
1837,898.8,15
1838,899.29,22
1839,899.77,16
1840,900.25,11
1841,900.74,22
1842,901.22,18
1843,901.7,14
1844,902.19,16
1845,902.67,9
1846,903.15,11
1847,903.64,14
1848,904.12,13
1849,904.6,13
1850,905.08,14
1851,905.57,14
1852,906.05,17
1853,906.53,18
1854,907.02,17
1855,907.5,9
1856,907.98,13
1857,908.47,19
1858,908.95,16
1859,909.43,9
1860,909.91,8
1861,910.4,27
1862,910.88,15
1863,911.36,24
1864,911.85,22
1865,912.33,33
1866,912.81,13
1867,913.3,15
1868,913.78,15
1869,914.26,15
1870,914.74,7
1871,915.23,18
1872,915.71,19
1873,916.19,5
1874,916.68,12
1875,917.16,11
1876,917.64,11
1877,918.13,22
1878,918.61,19
1879,919.09,12
1880,919.57,12
1881,920.06,17
1882,920.54,11
1883,921.02,15
1884,921.51,17
1885,921.99,9
1886,922.47,15
1887,922.96,17
1888,923.44,13
1889,923.92,10
1890,924.4,17
1891,924.89,15
1892,925.37,16
1893,925.85,14
1894,926.34,20
1895,926.82,16
1896,927.3,13
1897,927.79,18
1898,928.27,11
1899,928.75,13
1900,929.23,11
1901,929.72,15
1902,930.2,10
1903,930.68,18
1904,931.17,13
1905,931.65,13
1906,932.13,17
1907,932.62,13
1908,933.1,10
1909,933.58,8
1910,934.06,27
1911,934.55,16
1912,935.03,14
1913,935.51,17
1914,936.0,23
1915,936.48,14
1916,936.96,18
1917,937.45,14
1918,937.93,13
1919,938.41,14
1920,938.9,15
1921,939.38,11
1922,939.86,10
1923,940.34,15
1924,940.83,19
1925,941.31,9
1926,941.79,17
1927,942.28,12
1928,942.76,12
1929,943.24,13
1930,943.73,12
1931,944.21,14
1932,944.69,16
1933,945.17,15
1934,945.66,19
1935,946.14,26
1936,946.62,10
1937,947.11,13
1938,947.59,15
1939,948.07,15
1940,948.56,16
1941,949.04,18
1942,949.52,15
1943,950.0,23
1944,950.49,14
1945,950.97,14
1946,951.45,23
1947,951.94,10
1948,952.42,14
1949,952.9,14
1950,953.39,17
1951,953.87,19
1952,954.35,20
1953,954.83,23
1954,955.32,16
1955,955.8,10
1956,956.28,11
1957,956.77,17
1958,957.25,17
1959,957.73,10
1960,958.22,17
1961,958.7,8
1962,959.18,18
1963,959.66,18
1964,960.15,17
1965,960.63,9
1966,961.11,16
1967,961.6,14
1968,962.08,15
1969,962.56,16
1970,963.05,12
1971,963.53,9
1972,964.01,12
1973,964.49,14
1974,964.98,17
1975,965.46,19
1976,965.94,16
1977,966.43,15
1978,966.91,8
1979,967.39,15
1980,967.88,14
1981,968.36,14
1982,968.84,20
1983,969.32,17
1984,969.81,20
1985,970.29,14
1986,970.77,22
1987,971.26,17
1988,971.74,15
1989,972.22,15
1990,972.71,7
1991,973.19,11
1992,973.67,8
1993,974.16,14
1994,974.64,11
1995,975.12,12
1996,975.6,14
1997,976.09,15
1998,976.57,12
1999,977.05,13
2000,977.54,17
2001,978.02,19
2002,978.5,9
2003,978.99,6
2004,979.47,10
2005,979.95,19
2006,980.43,17
2007,980.92,5
2008,981.4,6
2009,981.88,15
2010,982.37,14
2011,982.85,14
2012,983.33,18
2013,983.82,13
2014,984.3,16
2015,984.78,18
2016,985.26,11
2017,985.75,13
2018,986.23,12
2019,986.71,20
2020,987.2,17
2021,987.68,12
2022,988.16,14
2023,988.65,17
2024,989.13,14
2025,989.61,12
2026,990.09,10
2027,990.58,7
2028,991.06,7
2029,991.54,14
2030,992.03,15
2031,992.51,9
2032,992.99,15
2033,993.48,21
2034,993.96,10
2035,994.44,13
2036,994.92,17
2037,995.41,16
2038,995.89,11
2039,996.37,7
2040,996.86,10
2041,997.34,16
2042,997.82,14
2043,998.31,14
2044,998.79,14
2045,999.27,16
2046,999.75,12
2047,1000.24,9
2048,1000.72,16
2049,1001.2,20
2050,1001.69,22
2051,1002.17,16
2052,1002.65,16
2053,1003.14,7
2054,1003.62,8
2055,1004.1,16
2056,1004.58,9
2057,1005.07,9
2058,1005.55,12
2059,1006.03,17
2060,1006.52,11
2061,1007.0,13
2062,1007.48,13
2063,1007.97,9
2064,1008.45,12
2065,1008.93,10
2066,1009.41,15
2067,1009.9,14
2068,1010.38,16
2069,1010.86,10
2070,1011.35,13
2071,1011.83,16
2072,1012.31,14
2073,1012.8,11
2074,1013.28,17
2075,1013.76,12
2076,1014.25,20
2077,1014.73,18
2078,1015.21,13
2079,1015.69,16
2080,1016.18,13
2081,1016.66,12
2082,1017.14,14
2083,1017.63,15
2084,1018.11,16
2085,1018.59,13
2086,1019.08,18
2087,1019.56,9
2088,1020.04,18
2089,1020.52,7
2090,1021.01,8
2091,1021.49,18
2092,1021.97,15
2093,1022.46,12
2094,1022.94,8
2095,1023.42,16
2096,1023.91,12
2097,1024.39,14
2098,1024.87,18
2099,1025.35,12
2100,1025.84,19
2101,1026.32,11
2102,1026.8,16
2103,1027.29,21
2104,1027.77,11
2105,1028.25,19
2106,1028.74,14
2107,1029.22,15
2108,1029.7,8
2109,1030.18,13
2110,1030.67,17
2111,1031.15,13
2112,1031.63,17
2113,1032.12,10
2114,1032.6,10
2115,1033.08,13
2116,1033.57,8
2117,1034.05,17
2118,1034.53,13
2119,1035.01,10
2120,1035.5,13
2121,1035.98,13
2122,1036.46,11
2123,1036.95,13
2124,1037.43,14
2125,1037.91,8
2126,1038.4,9
2127,1038.88,10
2128,1039.36,15
2129,1039.84,14
2130,1040.33,11
2131,1040.81,16
2132,1041.29,6
2133,1041.78,9
2134,1042.26,8
2135,1042.74,12
2136,1043.23,13
2137,1043.71,12
2138,1044.19,13
2139,1044.67,18
2140,1045.16,8
2141,1045.64,15
2142,1046.12,10
2143,1046.61,10
2144,1047.09,16
2145,1047.57,11
2146,1048.06,12
2147,1048.54,12
2148,1049.02,11
2149,1049.51,8
2150,1049.99,10
2151,1050.47,7
2152,1050.95,11
2153,1051.44,14
2154,1051.92,18
2155,1052.4,7
2156,1052.89,11
2157,1053.37,9
2158,1053.85,15
2159,1054.34,7
2160,1054.82,14
2161,1055.3,11
2162,1055.78,10
2163,1056.27,17
2164,1056.75,15
2165,1057.23,14
2166,1057.72,16
2167,1058.2,11
2168,1058.68,16
2169,1059.17,15
2170,1059.65,4
2171,1060.13,13
2172,1060.61,5
2173,1061.1,8
2174,1061.58,17
2175,1062.06,11
2176,1062.55,17
2177,1063.03,11
2178,1063.51,7
2179,1064.0,5
2180,1064.48,14
2181,1064.96,14
2182,1065.44,12
2183,1065.93,9
2184,1066.41,9
2185,1066.89,18
2186,1067.38,20
2187,1067.86,12
2188,1068.34,9
2189,1068.83,17
2190,1069.31,12
2191,1069.79,17
2192,1070.27,10
2193,1070.76,13
2194,1071.24,10
2195,1071.72,10
2196,1072.21,13
2197,1072.69,11
2198,1073.17,11
2199,1073.66,9
2200,1074.14,9
2201,1074.62,14
2202,1075.1,9
2203,1075.59,11
2204,1076.07,19
2205,1076.55,10
2206,1077.04,15
2207,1077.52,14
2208,1078.0,15
2209,1078.49,10
2210,1078.97,8
2211,1079.45,5
2212,1079.93,14
2213,1080.42,13
2214,1080.9,18
2215,1081.38,10
2216,1081.87,9
2217,1082.35,12
2218,1082.83,9
2219,1083.32,17
2220,1083.8,11
2221,1084.28,9
2222,1084.77,8
2223,1085.25,13
2224,1085.73,17
2225,1086.21,12
2226,1086.7,9
2227,1087.18,10
2228,1087.66,15
2229,1088.15,16
2230,1088.63,11
2231,1089.11,14
2232,1089.6,13
2233,1090.08,15
2234,1090.56,13
2235,1091.04,9
2236,1091.53,22
2237,1092.01,11
2238,1092.49,13
2239,1092.98,7
2240,1093.46,10
2241,1093.94,13
2242,1094.43,15
2243,1094.91,15
2244,1095.39,9
2245,1095.87,11
2246,1096.36,9
2247,1096.84,11
2248,1097.32,11
2249,1097.81,12
2250,1098.29,6
2251,1098.77,18
2252,1099.26,12
2253,1099.74,13
2254,1100.22,20
2255,1100.7,11
2256,1101.19,11
2257,1101.67,13
2258,1102.15,15
2259,1102.64,13
2260,1103.12,16
2261,1103.6,7
2262,1104.09,14
2263,1104.57,5
2264,1105.05,16
2265,1105.53,13
2266,1106.02,16
2267,1106.5,13
2268,1106.98,11
2269,1107.47,10
2270,1107.95,13
2271,1108.43,7
2272,1108.92,18
2273,1109.4,14
2274,1109.88,11
2275,1110.36,9
2276,1110.85,12
2277,1111.33,12
2278,1111.81,15
2279,1112.3,10
2280,1112.78,15
2281,1113.26,9
2282,1113.75,13
2283,1114.23,10
2284,1114.71,15
2285,1115.19,7
2286,1115.68,11
2287,1116.16,10
2288,1116.64,5
2289,1117.13,5
2290,1117.61,10
2291,1118.09,10
2292,1118.58,13
2293,1119.06,17
2294,1119.54,12
2295,1120.03,20
2296,1120.51,11
2297,1120.99,22
2298,1121.47,17
2299,1121.96,19
2300,1122.44,11
2301,1122.92,12
2302,1123.41,8
2303,1123.89,8
2304,1124.37,9
2305,1124.86,12
2306,1125.34,3
2307,1125.82,10
2308,1126.3,15
2309,1126.79,15
2310,1127.27,11
2311,1127.75,9
2312,1128.24,11
2313,1128.72,12
2314,1129.2,21
2315,1129.69,14
2316,1130.17,7
2317,1130.65,16
2318,1131.13,9
2319,1131.62,14
2320,1132.1,10
2321,1132.58,12
2322,1133.07,17
2323,1133.55,16
2324,1134.03,12
2325,1134.52,13
2326,1135.0,10
2327,1135.48,12
2328,1135.96,10
2329,1136.45,10
2330,1136.93,16
2331,1137.41,10
2332,1137.9,10
2333,1138.38,13
2334,1138.86,11
2335,1139.35,19
2336,1139.83,20
2337,1140.31,11
2338,1140.79,9
2339,1141.28,13
2340,1141.76,8
2341,1142.24,8
2342,1142.73,18
2343,1143.21,10
2344,1143.69,13
2345,1144.18,11
2346,1144.66,13
2347,1145.14,10
2348,1145.62,7
2349,1146.11,12
2350,1146.59,7
2351,1147.07,13
2352,1147.56,10
2353,1148.04,16
2354,1148.52,13
2355,1149.01,4
2356,1149.49,14
2357,1149.97,20
2358,1150.45,9
2359,1150.94,8
2360,1151.42,12
2361,1151.9,16
2362,1152.39,9
2363,1152.87,12
2364,1153.35,7
2365,1153.84,13
2366,1154.32,7
2367,1154.8,7
2368,1155.29,11
2369,1155.77,12
2370,1156.25,13
2371,1156.73,9
2372,1157.22,7
2373,1157.7,8
2374,1158.18,14
2375,1158.67,14
2376,1159.15,14
2377,1159.63,13
2378,1160.12,22
2379,1160.6,15
2380,1161.08,8
2381,1161.56,13
2382,1162.05,8
2383,1162.53,10
2384,1163.01,14
2385,1163.5,17
2386,1163.98,9
2387,1164.46,12
2388,1164.95,4
2389,1165.43,9
2390,1165.91,8
2391,1166.39,9
2392,1166.88,9
2393,1167.36,10
2394,1167.84,13
2395,1168.33,14
2396,1168.81,7
2397,1169.29,10
2398,1169.78,15
2399,1170.26,10
2400,1170.74,12
2401,1171.22,11
2402,1171.71,8
2403,1172.19,8
2404,1172.67,5
2405,1173.16,13
2406,1173.64,7
2407,1174.12,11
2408,1174.61,10
2409,1175.09,14
2410,1175.57,6
2411,1176.05,14
2412,1176.54,6
2413,1177.02,9
2414,1177.5,8
2415,1177.99,8
2416,1178.47,16
2417,1178.95,10
2418,1179.44,10
2419,1179.92,10
2420,1180.4,14
2421,1180.88,7
2422,1181.37,11
2423,1181.85,12
2424,1182.33,11
2425,1182.82,12
2426,1183.3,9
2427,1183.78,8
2428,1184.27,11
2429,1184.75,15
2430,1185.23,12
2431,1185.71,5
2432,1186.2,9
2433,1186.68,13
2434,1187.16,8
2435,1187.65,13
2436,1188.13,10
2437,1188.61,11
2438,1189.1,13
2439,1189.58,9
2440,1190.06,10
2441,1190.55,9
2442,1191.03,10
2443,1191.51,16
2444,1191.99,13
2445,1192.48,10
2446,1192.96,12
2447,1193.44,3
2448,1193.93,18
2449,1194.41,7
2450,1194.89,9
2451,1195.38,8
2452,1195.86,13
2453,1196.34,16
2454,1196.82,15
2455,1197.31,13
2456,1197.79,8
2457,1198.27,9
2458,1198.76,8
2459,1199.24,8
2460,1199.72,7
2461,1200.21,22
2462,1200.69,14
2463,1201.17,13
2464,1201.65,12
2465,1202.14,11
2466,1202.62,7
2467,1203.1,8
2468,1203.59,12
2469,1204.07,13
2470,1204.55,10
2471,1205.04,11
2472,1205.52,8
2473,1206.0,12
2474,1206.48,16
2475,1206.97,15
2476,1207.45,20
2477,1207.93,10
2478,1208.42,12
2479,1208.9,13
2480,1209.38,8
2481,1209.87,8
2482,1210.35,16
2483,1210.83,8
2484,1211.31,10
2485,1211.8,14
2486,1212.28,16
2487,1212.76,19
2488,1213.25,14
2489,1213.73,12
2490,1214.21,12
2491,1214.7,12
2492,1215.18,18
2493,1215.66,4
2494,1216.14,15
2495,1216.63,12
2496,1217.11,11
2497,1217.59,12
2498,1218.08,13
2499,1218.56,16
2500,1219.04,12
2501,1219.53,10
2502,1220.01,10
2503,1220.49,11
2504,1220.97,14
2505,1221.46,13
2506,1221.94,15
2507,1222.42,13
2508,1222.91,10
2509,1223.39,6
2510,1223.87,13
2511,1224.36,15
2512,1224.84,13
2513,1225.32,10
2514,1225.81,9
2515,1226.29,11
2516,1226.77,14
2517,1227.25,7
2518,1227.74,12
2519,1228.22,11
2520,1228.7,6
2521,1229.19,11
2522,1229.67,13
2523,1230.15,18
2524,1230.64,11
2525,1231.12,8
2526,1231.6,14
2527,1232.08,13
2528,1232.57,11
2529,1233.05,12
2530,1233.53,10
2531,1234.02,11
2532,1234.5,13
2533,1234.98,11
2534,1235.47,11
2535,1235.95,10
2536,1236.43,13
2537,1236.91,11
2538,1237.4,8
2539,1237.88,9
2540,1238.36,9
2541,1238.85,15
2542,1239.33,14
2543,1239.81,17
2544,1240.3,10
2545,1240.78,11
2546,1241.26,7
2547,1241.74,15
2548,1242.23,12
2549,1242.71,14
2550,1243.19,16
2551,1243.68,11
2552,1244.16,7
2553,1244.64,11
2554,1245.13,14
2555,1245.61,11
2556,1246.09,5
2557,1246.57,13
2558,1247.06,11
2559,1247.54,7
2560,1248.02,8
2561,1248.51,10
2562,1248.99,10
2563,1249.47,9
2564,1249.96,10
2565,1250.44,7
2566,1250.92,13
2567,1251.4,8
2568,1251.89,7
2569,1252.37,12
2570,1252.85,12
2571,1253.34,8
2572,1253.82,16
2573,1254.3,14
2574,1254.79,8
2575,1255.27,12
2576,1255.75,9
2577,1256.23,8
2578,1256.72,11
2579,1257.2,15
2580,1257.68,8
2581,1258.17,12
2582,1258.65,12
2583,1259.13,9
2584,1259.62,10
2585,1260.1,13
2586,1260.58,6
2587,1261.07,8
2588,1261.55,6
2589,1262.03,5
2590,1262.51,14
2591,1263.0,9
2592,1263.48,7
2593,1263.96,3
2594,1264.45,8
2595,1264.93,8
2596,1265.41,13
2597,1265.9,11
2598,1266.38,6
2599,1266.86,12
2600,1267.34,10
2601,1267.83,11
2602,1268.31,11
2603,1268.79,9
2604,1269.28,8
2605,1269.76,3
2606,1270.24,14
2607,1270.73,10
2608,1271.21,11
2609,1271.69,14
2610,1272.17,6
2611,1272.66,14
2612,1273.14,9
2613,1273.62,17
2614,1274.11,12
2615,1274.59,8
2616,1275.07,4
2617,1275.56,15
2618,1276.04,3
2619,1276.52,7
2620,1277.0,7
2621,1277.49,15
2622,1277.97,9
2623,1278.45,13
2624,1278.94,4
2625,1279.42,10
2626,1279.9,4
2627,1280.39,8
2628,1280.87,13
2629,1281.35,5
2630,1281.83,12
2631,1282.32,7
2632,1282.8,4
2633,1283.28,7
2634,1283.77,6
2635,1284.25,8
2636,1284.73,12
2637,1285.22,12
2638,1285.7,5
2639,1286.18,9
2640,1286.66,11
2641,1287.15,12
2642,1287.63,11
2643,1288.11,9
2644,1288.6,9
2645,1289.08,13
2646,1289.56,6
2647,1290.05,12
2648,1290.53,6
2649,1291.01,8
2650,1291.49,11
2651,1291.98,7
2652,1292.46,10
2653,1292.94,10
2654,1293.43,9
2655,1293.91,7
2656,1294.39,10
2657,1294.88,7
2658,1295.36,14
2659,1295.84,13
2660,1296.33,6
2661,1296.81,8
2662,1297.29,10
2663,1297.77,6
2664,1298.26,14
2665,1298.74,6
2666,1299.22,9
2667,1299.71,6
2668,1300.19,10
2669,1300.67,8
2670,1301.16,11
2671,1301.64,10
2672,1302.12,4
2673,1302.6,7
2674,1303.09,14
2675,1303.57,8
2676,1304.05,12
2677,1304.54,7
2678,1305.02,11
2679,1305.5,7
2680,1305.99,9
2681,1306.47,8
2682,1306.95,14
2683,1307.43,13
2684,1307.92,10
2685,1308.4,6
2686,1308.88,7
2687,1309.37,8
2688,1309.85,10
2689,1310.33,4
2690,1310.82,13
2691,1311.3,11
2692,1311.78,12
2693,1312.26,7
2694,1312.75,11
2695,1313.23,9
2696,1313.71,8
2697,1314.2,11
2698,1314.68,10
2699,1315.16,2
2700,1315.65,14
2701,1316.13,10
2702,1316.61,2
2703,1317.09,7
2704,1317.58,5
2705,1318.06,8
2706,1318.54,11
2707,1319.03,7
2708,1319.51,5
2709,1319.99,7
2710,1320.48,10
2711,1320.96,5
2712,1321.44,14
2713,1321.92,6
2714,1322.41,8
2715,1322.89,8
2716,1323.37,7
2717,1323.86,4
2718,1324.34,9
2719,1324.82,6
2720,1325.31,10
2721,1325.79,9
2722,1326.27,9
2723,1326.75,10
2724,1327.24,7
2725,1327.72,8
2726,1328.2,9
2727,1328.69,5
2728,1329.17,7
2729,1329.65,6
2730,1330.14,5
2731,1330.62,12
2732,1331.1,6
2733,1331.59,9
2734,1332.07,7
2735,1332.55,10
2736,1333.03,10
2737,1333.52,5
2738,1334.0,7
2739,1334.48,11
2740,1334.97,8
2741,1335.45,7
2742,1335.93,7
2743,1336.42,9
2744,1336.9,6
2745,1337.38,8
2746,1337.86,7
2747,1338.35,9
2748,1338.83,10
2749,1339.31,7
2750,1339.8,4
2751,1340.28,1
2752,1340.76,5
2753,1341.25,4
2754,1341.73,6
2755,1342.21,8
2756,1342.69,5
2757,1343.18,7
2758,1343.66,4
2759,1344.14,12
2760,1344.63,3
2761,1345.11,3
2762,1345.59,10
2763,1346.08,5
2764,1346.56,5
2765,1347.04,5
2766,1347.52,5
2767,1348.01,7
2768,1348.49,6
2769,1348.97,4
2770,1349.46,2
2771,1349.94,2
2772,1350.42,9
2773,1350.91,5
2774,1351.39,7
2775,1351.87,8
2776,1352.35,7
2777,1352.84,9
2778,1353.32,5
2779,1353.8,11
2780,1354.29,12
2781,1354.77,6
2782,1355.25,3
2783,1355.74,5
2784,1356.22,4
2785,1356.7,4
2786,1357.18,8
2787,1357.67,2
2788,1358.15,3
2789,1358.63,2
2790,1359.12,6
2791,1359.6,7
2792,1360.08,6
2793,1360.57,8
2794,1361.05,6
2795,1361.53,5
2796,1362.01,8
2797,1362.5,2
2798,1362.98,7
2799,1363.46,7
2800,1363.95,5
2801,1364.43,10
2802,1364.91,5
2803,1365.4,7
2804,1365.88,6
2805,1366.36,4
2806,1366.84,10
2807,1367.33,3
2808,1367.81,8
2809,1368.29,4
2810,1368.78,5
2811,1369.26,7
2812,1369.74,6
2813,1370.23,3
2814,1370.71,10
2815,1371.19,7
2816,1371.68,7
2817,1372.16,10
2818,1372.64,7
2819,1373.12,5
2820,1373.61,6
2821,1374.09,4
2822,1374.57,9
2823,1375.06,6
2824,1375.54,5
2825,1376.02,3
2826,1376.51,6
2827,1376.99,4
2828,1377.47,11
2829,1377.95,12
2830,1378.44,8
2831,1378.92,8
2832,1379.4,8
2833,1379.89,3
2834,1380.37,4
2835,1380.85,5
2836,1381.34,1
2837,1381.82,6
2838,1382.3,6
2839,1382.78,5
2840,1383.27,6
2841,1383.75,7
2842,1384.23,6
2843,1384.72,2
2844,1385.2,11
2845,1385.68,4
2846,1386.17,7
2847,1386.65,3
2848,1387.13,5
2849,1387.61,7
2850,1388.1,7
2851,1388.58,4
2852,1389.06,9
2853,1389.55,8
2854,1390.03,5
2855,1390.51,3
2856,1391.0,5
2857,1391.48,9
2858,1391.96,6
2859,1392.44,7
2860,1392.93,11
2861,1393.41,10
2862,1393.89,7
2863,1394.38,2
2864,1394.86,3
2865,1395.34,5
2866,1395.83,6
2867,1396.31,5
2868,1396.79,4
2869,1397.27,3
2870,1397.76,8
2871,1398.24,9
2872,1398.72,5
2873,1399.21,4
2874,1399.69,4
2875,1400.17,8
2876,1400.66,8
2877,1401.14,3
2878,1401.62,4
2879,1402.1,8
2880,1402.59,5
2881,1403.07,5
2882,1403.55,4
2883,1404.04,4
2884,1404.52,9
2885,1405.0,2
2886,1405.49,11
2887,1405.97,3
2888,1406.45,3
2889,1406.94,4
2890,1407.42,6
2891,1407.9,4
2892,1408.38,4
2893,1408.87,3
2894,1409.35,10
2895,1409.83,7
2896,1410.32,2
2897,1410.8,8
2898,1411.28,3
2899,1411.77,4
2900,1412.25,6
2901,1412.73,11
2902,1413.21,7
2903,1413.7,3
2904,1414.18,4
2905,1414.66,5
2906,1415.15,6
2907,1415.63,6
2908,1416.11,7
2909,1416.6,7
2910,1417.08,5
2911,1417.56,4
2912,1418.04,7
2913,1418.53,7
2914,1419.01,5
2915,1419.49,2
2916,1419.98,4
2917,1420.46,2
2918,1420.94,3
2919,1421.43,7
2920,1421.91,6
2921,1422.39,6
2922,1422.87,4
2923,1423.36,5
2924,1423.84,0
2925,1424.32,4
2926,1424.81,5
2927,1425.29,9
2928,1425.77,9
2929,1426.26,6
2930,1426.74,7
2931,1427.22,9
2932,1427.7,4
2933,1428.19,10
2934,1428.67,6
2935,1429.15,1
2936,1429.64,2
2937,1430.12,4
2938,1430.6,4
2939,1431.09,11
2940,1431.57,10
2941,1432.05,2
2942,1432.53,4
2943,1433.02,5
2944,1433.5,8
2945,1433.98,7
2946,1434.47,3
2947,1434.95,7
2948,1435.43,11
2949,1435.92,2
2950,1436.4,7
2951,1436.88,5
2952,1437.36,4
2953,1437.85,9
2954,1438.33,4
2955,1438.81,7
2956,1439.3,8
2957,1439.78,4
2958,1440.26,5
2959,1440.75,3
2960,1441.23,2
2961,1441.71,7
2962,1442.2,9
2963,1442.68,7
2964,1443.16,4
2965,1443.64,5
2966,1444.13,5
2967,1444.61,5
2968,1445.09,7
2969,1445.58,10
2970,1446.06,5
2971,1446.54,6
2972,1447.03,7
2973,1447.51,7
2974,1447.99,7
2975,1448.47,5
2976,1448.96,6
2977,1449.44,5
2978,1449.92,9
2979,1450.41,9
2980,1450.89,6
2981,1451.37,6
2982,1451.86,4
2983,1452.34,4
2984,1452.82,5
2985,1453.3,8
2986,1453.79,6
2987,1454.27,4
2988,1454.75,5
2989,1455.24,5
2990,1455.72,6
2991,1456.2,5
2992,1456.69,9
2993,1457.17,6
2994,1457.65,4
2995,1458.13,9
2996,1458.62,10
2997,1459.1,7
2998,1459.58,11
2999,1460.07,36
3000,1460.55,93
3001,1461.03,146
3002,1461.52,220
3003,1462.0,204
3004,1462.48,140
3005,1462.96,66
3006,1463.45,22
3007,1463.93,8
3008,1464.41,5
3009,1464.9,5
3010,1465.38,7
3011,1465.86,3
3012,1466.35,4
3013,1466.83,7
3014,1467.31,3
3015,1467.79,5
3016,1468.28,4
3017,1468.76,4
3018,1469.24,2
3019,1469.73,3
3020,1470.21,4
3021,1470.69,3
3022,1471.18,3
3023,1471.66,5
3024,1472.14,8
3025,1472.62,4
3026,1473.11,10
3027,1473.59,5
3028,1474.07,1
3029,1474.56,4
3030,1475.04,5
3031,1475.52,2
3032,1476.01,9
3033,1476.49,1
3034,1476.97,3
3035,1477.46,2
3036,1477.94,4
3037,1478.42,3
3038,1478.9,9
3039,1479.39,5
3040,1479.87,5
3041,1480.35,10
3042,1480.84,8
3043,1481.32,5
3044,1481.8,1
3045,1482.29,6
3046,1482.77,4
3047,1483.25,3
3048,1483.73,4
3049,1484.22,2
3050,1484.7,6
3051,1485.18,5
3052,1485.67,2
3053,1486.15,4
3054,1486.63,4
3055,1487.12,4
3056,1487.6,4
3057,1488.08,4
3058,1488.56,5
3059,1489.05,3
3060,1489.53,4
3061,1490.01,2
3062,1490.5,5
3063,1490.98,4
3064,1491.46,4
3065,1491.95,4
3066,1492.43,8
3067,1492.91,5
3068,1493.39,4
3069,1493.88,6
3070,1494.36,1
3071,1494.84,1
3072,1495.33,5
3073,1495.81,3
3074,1496.29,9
3075,1496.78,5
3076,1497.26,4
3077,1497.74,5
3078,1498.22,3
3079,1498.71,3
3080,1499.19,8
3081,1499.67,3
3082,1500.16,4
3083,1500.64,4
3084,1501.12,4
3085,1501.61,5
3086,1502.09,3
3087,1502.57,8
3088,1503.05,4
3089,1503.54,4
3090,1504.02,2
3091,1504.5,5
3092,1504.99,2
3093,1505.47,2
3094,1505.95,6
3095,1506.44,2
