Canal,Energía (keV),Cuentas
1659,811.48,23
1660,811.96,15
1661,812.45,16
1662,812.93,10
1663,813.41,16
1664,813.89,18
1665,814.37,16
1666,814.86,19
1667,815.34,15
1668,815.82,19
1669,816.3,17
1670,816.78,15
1671,817.26,15
1672,817.75,14
1673,818.23,16
1674,818.71,16
1675,819.19,16
1676,819.67,22
1677,820.16,14
1678,820.64,14
1679,821.12,23
1680,821.6,15
1681,822.08,15
1682,822.57,13
1683,823.05,10
1684,823.53,18
1685,824.01,15
1686,824.49,17
1687,824.98,18
1688,825.46,20
1689,825.94,21
1690,826.42,24
1691,826.9,19
1692,827.38,12
1693,827.87,19
1694,828.35,9
1695,828.83,12
1696,829.31,17
1697,829.79,16
1698,830.28,19
1699,830.76,18
1700,831.24,16
1701,831.72,16
1702,832.2,21
1703,832.69,12
1704,833.17,17
1705,833.65,16
1706,834.13,10
1707,834.61,14
1708,835.1,19
1709,835.58,14
1710,836.06,16
1711,836.54,16
1712,837.02,12
1713,837.5,22
1714,837.99,15
1715,838.47,13
1716,838.95,10
1717,839.43,15
1718,839.91,17
1719,840.4,18
1720,840.88,18
1721,841.36,6
1722,841.84,16
1723,842.32,22
1724,842.81,18
1725,843.29,17
1726,843.77,10
1727,844.25,18
1728,844.73,13
1729,845.22,15
1730,845.7,21
1731,846.18,27
1732,846.66,33
1733,847.14,28
1734,847.62,25
1735,848.11,14
1736,848.59,17
1737,849.07,17
1738,849.55,15
1739,850.03,11
1740,850.52,10
1741,851.0,19
1742,851.48,17
1743,851.96,16
1744,852.44,18
1745,852.93,12
1746,853.41,12
1747,853.89,11
1748,854.37,14
1749,854.85,17
1750,855.34,14
1751,855.82,16
1752,856.3,13
1753,856.78,12
1754,857.26,13
1755,857.74,15
1756,858.23,16
1757,858.71,19
1758,859.19,12
1759,859.67,13
1760,860.15,13
1761,860.64,19
1762,861.12,19
1763,861.6,22
1764,862.08,20
1765,862.56,8
1766,863.05,19
1767,863.53,17
1768,864.01,16
1769,864.49,13
1770,864.97,13
1771,865.45,31
1772,865.94,12
1773,866.42,20
1774,866.9,12
1775,867.38,13
1776,867.86,14
1777,868.35,20
1778,868.83,20
1779,869.31,15
1780,869.79,11
1781,870.27,20
1782,870.76,21
1783,871.24,12
1784,871.72,20
1785,872.2,9
1786,872.68,21
1787,873.17,9
1788,873.65,16
1789,874.13,17
1790,874.61,18
1791,875.09,19
1792,875.57,17
1793,876.06,14
1794,876.54,11
1795,877.02,17
1796,877.5,14
1797,877.98,8
1798,878.47,17
1799,878.95,15
1800,879.43,17
1801,879.91,16
1802,880.39,13
1803,880.88,16
1804,881.36,12
1805,881.84,13
1806,882.32,14
1807,882.8,21
1808,883.29,11
1809,883.77,14
1810,884.25,19
1811,884.73,18
1812,885.21,11
1813,885.69,15
1814,886.18,24
1815,886.66,18
1816,887.14,15
1817,887.62,10
1818,888.1,11
1819,888.59,12
1820,889.07,23
1821,889.55,15
1822,890.03,16
1823,890.51,19
1824,891.0,12
1825,891.48,9
1826,891.96,15
1827,892.44,15
1828,892.92,11
1829,893.41,13
1830,893.89,14
1831,894.37,16
1832,894.85,18
1833,895.33,16
1834,895.81,21
1835,896.3,19
1836,896.78,18
1837,897.26,12
1838,897.74,15
1839,898.22,18
1840,898.71,11
1841,899.19,17
1842,899.67,12
1843,900.15,15
1844,900.63,11
1845,901.12,16
1846,901.6,21
1847,902.08,17
1848,902.56,11
1849,903.04,18
1850,903.53,17
1851,904.01,12
1852,904.49,13
1853,904.97,15
1854,905.45,14
1855,905.93,10
1856,906.42,7
1857,906.9,9
1858,907.38,13
1859,907.86,6
1860,908.34,11
1861,908.83,13
1862,909.31,12
1863,909.79,18
1864,910.27,16
1865,910.75,15
1866,911.24,15
1867,911.72,21
1868,912.2,7
1869,912.68,15
1870,913.16,20
1871,913.64,17
1872,914.13,10
1873,914.61,17
1874,915.09,15
1875,915.57,14
1876,916.05,14
1877,916.54,14
1878,917.02,21
1879,917.5,11
1880,917.98,9
1881,918.46,20
1882,918.95,8
1883,919.43,25
1884,919.91,16
1885,920.39,17
1886,920.87,26
1887,921.36,8
1888,921.84,13
1889,922.32,7
1890,922.8,15
1891,923.28,13
1892,923.76,20
1893,924.25,13
1894,924.73,20
1895,925.21,13
1896,925.69,20
1897,926.17,9
1898,926.66,10
1899,927.14,17
1900,927.62,14
1901,928.1,17
1902,928.58,10
1903,929.07,20
1904,929.55,14
1905,930.03,17
1906,930.51,14
1907,930.99,10
1908,931.48,16
1909,931.96,15
1910,932.44,11
1911,932.92,13
1912,933.4,17
1913,933.88,14
1914,934.37,15
1915,934.85,13
1916,935.33,14
1917,935.81,19
1918,936.29,12
1919,936.78,13
1920,937.26,15
1921,937.74,11
1922,938.22,15
1923,938.7,12
1924,939.19,12
1925,939.67,16
1926,940.15,11
1927,940.63,11
1928,941.11,14
1929,941.6,13
1930,942.08,7
1931,942.56,17
1932,943.04,16
1933,943.52,14
1934,944.0,14
1935,944.49,11
1936,944.97,15
1937,945.45,7
1938,945.93,10
1939,946.41,15
1940,946.9,10
1941,947.38,20
1942,947.86,20
1943,948.34,11
1944,948.82,12
1945,949.31,11
1946,949.79,11
1947,950.27,11
1948,950.75,13
1949,951.23,15
1950,951.72,13
1951,952.2,17
1952,952.68,17
1953,953.16,25
1954,953.64,10
1955,954.12,9
1956,954.61,12
1957,955.09,17
1958,955.57,9
1959,956.05,16
1960,956.53,14
1961,957.02,15
1962,957.5,15
1963,957.98,12
1964,958.46,8
1965,958.94,12
1966,959.43,24
1967,959.91,16
1968,960.39,19
1969,960.87,13
1970,961.35,18
1971,961.83,15
1972,962.32,15
1973,962.8,12
1974,963.28,16
1975,963.76,12
1976,964.24,17
1977,964.73,21
1978,965.21,15
1979,965.69,13
1980,966.17,17
1981,966.65,15
1982,967.14,9
1983,967.62,16
1984,968.1,11
1985,968.58,13
1986,969.06,21
1987,969.55,18
1988,970.03,15
1989,970.51,11
1990,970.99,14
1991,971.47,16
1992,971.95,14
1993,972.44,10
1994,972.92,11
1995,973.4,8
1996,973.88,6
1997,974.36,19
1998,974.85,14
1999,975.33,13
2000,975.81,9
2001,976.29,14
2002,976.77,16
2003,977.26,16
2004,977.74,12
2005,978.22,11
2006,978.7,11
2007,979.18,14
2008,979.67,17
2009,980.15,14
2010,980.63,17
2011,981.11,8
2012,981.59,15
2013,982.07,13
2014,982.56,10
2015,983.04,9
2016,983.52,9
2017,984.0,11
2018,984.48,14
2019,984.97,16
2020,985.45,15
2021,985.93,12
2022,986.41,11
2023,986.89,13
2024,987.38,7
2025,987.86,21
2026,988.34,8
2027,988.82,19
2028,989.3,11
2029,989.79,11
2030,990.27,17
2031,990.75,11
2032,991.23,13
2033,991.71,13
2034,992.19,12
2035,992.68,10
2036,993.16,18
2037,993.64,19
2038,994.12,11
2039,994.6,19
2040,995.09,16
2041,995.57,15
2042,996.05,7
2043,996.53,13
2044,997.01,23
2045,997.5,16
2046,997.98,8
2047,998.46,15
2048,998.94,13
2049,999.42,18
2050,999.91,18
2051,1000.39,23
2052,1000.87,13
2053,1001.35,17
2054,1001.83,23
2055,1002.31,14
2056,1002.8,18
2057,1003.28,9
2058,1003.76,22
2059,1004.24,13
2060,1004.72,15
2061,1005.21,10
2062,1005.69,14
2063,1006.17,10
2064,1006.65,13
2065,1007.13,12
2066,1007.62,7
2067,1008.1,7
2068,1008.58,11
2069,1009.06,17
2070,1009.54,9
2071,1010.02,13
2072,1010.51,15
2073,1010.99,14
2074,1011.47,11
2075,1011.95,17
2076,1012.43,14
2077,1012.92,12
2078,1013.4,19
2079,1013.88,13
2080,1014.36,13
2081,1014.84,22
2082,1015.33,6
2083,1015.81,14
2084,1016.29,12
2085,1016.77,5
2086,1017.25,10
2087,1017.74,12
2088,1018.22,21
2089,1018.7,9
2090,1019.18,26
2091,1019.66,11
2092,1020.14,11
2093,1020.63,13
2094,1021.11,10
2095,1021.59,14
2096,1022.07,16
2097,1022.55,14
2098,1023.04,8
2099,1023.52,11
2100,1024.0,8
2101,1024.48,14
2102,1024.96,13
2103,1025.45,15
2104,1025.93,21
2105,1026.41,15
2106,1026.89,13
2107,1027.37,11
2108,1027.86,11
2109,1028.34,9
2110,1028.82,12
2111,1029.3,10
2112,1029.78,13
2113,1030.26,19
2114,1030.75,13
2115,1031.23,16
2116,1031.71,12
2117,1032.19,11
2118,1032.67,11
2119,1033.16,7
2120,1033.64,14
2121,1034.12,8
2122,1034.6,8
2123,1035.08,14
2124,1035.57,10
2125,1036.05,20
2126,1036.53,13
2127,1037.01,16
2128,1037.49,19
2129,1037.98,16
2130,1038.46,8
2131,1038.94,11
2132,1039.42,9
2133,1039.9,12
2134,1040.38,12
2135,1040.87,9
2136,1041.35,10
2137,1041.83,6
2138,1042.31,9
2139,1042.79,12
2140,1043.28,10
2141,1043.76,12
2142,1044.24,11
2143,1044.72,6
2144,1045.2,9
2145,1045.69,6
2146,1046.17,16
2147,1046.65,19
2148,1047.13,16
2149,1047.61,20
2150,1048.1,7
2151,1048.58,12
2152,1049.06,12
2153,1049.54,12
2154,1050.02,8
2155,1050.5,15
2156,1050.99,17
2157,1051.47,13
2158,1051.95,13
2159,1052.43,14
2160,1052.91,20
2161,1053.4,10
2162,1053.88,14
2163,1054.36,13
2164,1054.84,11
2165,1055.32,12
2166,1055.81,19
2167,1056.29,14
2168,1056.77,9
2169,1057.25,7
2170,1057.73,14
2171,1058.21,12
2172,1058.7,17
2173,1059.18,11
2174,1059.66,11
2175,1060.14,15
2176,1060.62,16
2177,1061.11,11
2178,1061.59,26
2179,1062.07,19
2180,1062.55,14
2181,1063.03,17
2182,1063.52,17
2183,1064.0,7
2184,1064.48,16
2185,1064.96,12
2186,1065.44,9
2187,1065.93,17
2188,1066.41,17
2189,1066.89,12
2190,1067.37,10
2191,1067.85,11
2192,1068.33,13
2193,1068.82,11
2194,1069.3,6
2195,1069.78,18
2196,1070.26,8
2197,1070.74,9
2198,1071.23,11
2199,1071.71,11
2200,1072.19,11
2201,1072.67,10
2202,1073.15,10
2203,1073.64,11
2204,1074.12,16
2205,1074.6,13
2206,1075.08,11
2207,1075.56,13
2208,1076.05,14
2209,1076.53,11
2210,1077.01,13
2211,1077.49,7
2212,1077.97,14
2213,1078.45,12
2214,1078.94,7
2215,1079.42,13
2216,1079.9,10
2217,1080.38,8
2218,1080.86,6
2219,1081.35,14
2220,1081.83,13
2221,1082.31,12
2222,1082.79,8
2223,1083.27,12
2224,1083.76,8
2225,1084.24,8
2226,1084.72,15
2227,1085.2,7
2228,1085.68,7
2229,1086.17,11
2230,1086.65,9
2231,1087.13,9
2232,1087.61,15
2233,1088.09,10
2234,1088.57,10
2235,1089.06,9
2236,1089.54,9
2237,1090.02,9
2238,1090.5,15
2239,1090.98,13
2240,1091.47,11
2241,1091.95,15
2242,1092.43,12
2243,1092.91,10
2244,1093.39,11
2245,1093.88,11
2246,1094.36,11
2247,1094.84,7
2248,1095.32,8
2249,1095.8,15
2250,1096.29,13
2251,1096.77,14
2252,1097.25,7
2253,1097.73,17
2254,1098.21,17
2255,1098.69,9
2256,1099.18,15
2257,1099.66,9
2258,1100.14,12
2259,1100.62,17
2260,1101.1,11
2261,1101.59,18
2262,1102.07,9
2263,1102.55,11
2264,1103.03,17
2265,1103.51,16
2266,1104.0,14
2267,1104.48,19
2268,1104.96,9
2269,1105.44,10
2270,1105.92,12
2271,1106.4,12
2272,1106.89,10
2273,1107.37,16
2274,1107.85,7
2275,1108.33,13
2276,1108.81,11
2277,1109.3,9
2278,1109.78,19
2279,1110.26,17
2280,1110.74,7
2281,1111.22,8
2282,1111.71,6
2283,1112.19,10
2284,1112.67,13
2285,1113.15,12
2286,1113.63,14
2287,1114.12,9
2288,1114.6,11
2289,1115.08,8
2290,1115.56,14
2291,1116.04,18
2292,1116.52,15
2293,1117.01,13
2294,1117.49,11
2295,1117.97,11
2296,1118.45,7
2297,1118.93,16
2298,1119.42,10
2299,1119.9,19
2300,1120.38,11
2301,1120.86,15
2302,1121.34,16
2303,1121.83,12
2304,1122.31,11
2305,1122.79,7
2306,1123.27,11
2307,1123.75,13
2308,1124.24,6
2309,1124.72,15
2310,1125.2,10
2311,1125.68,10
2312,1126.16,9
2313,1126.64,10
2314,1127.13,8
2315,1127.61,11
2316,1128.09,10
2317,1128.57,10
2318,1129.05,15
2319,1129.54,18
2320,1130.02,14
2321,1130.5,8
2322,1130.98,22
2323,1131.46,8
2324,1131.95,13
2325,1132.43,12
2326,1132.91,12
2327,1133.39,18
2328,1133.87,13
2329,1134.36,15
2330,1134.84,11
2331,1135.32,13
2332,1135.8,12
2333,1136.28,11
2334,1136.76,12
2335,1137.25,14
2336,1137.73,9
2337,1138.21,6
2338,1138.69,12
2339,1139.17,15
2340,1139.66,6
2341,1140.14,13
2342,1140.62,11
2343,1141.1,14
2344,1141.58,7
2345,1142.07,9
2346,1142.55,14
2347,1143.03,17
2348,1143.51,12
2349,1143.99,10
2350,1144.48,18
2351,1144.96,17
2352,1145.44,11
2353,1145.92,9
2354,1146.4,11
2355,1146.88,10
2356,1147.37,14
2357,1147.85,20
2358,1148.33,16
2359,1148.81,15
2360,1149.29,16
2361,1149.78,9
2362,1150.26,14
2363,1150.74,8
2364,1151.22,7
2365,1151.7,14
2366,1152.19,19
2367,1152.67,17
2368,1153.15,11
2369,1153.63,10
2370,1154.11,11
2371,1154.59,20
2372,1155.08,9
2373,1155.56,5
2374,1156.04,15
2375,1156.52,5
2376,1157.0,14
2377,1157.49,9
2378,1157.97,20
2379,1158.45,11
2380,1158.93,17
2381,1159.41,10
2382,1159.9,9
2383,1160.38,14
2384,1160.86,10
2385,1161.34,4
2386,1161.82,10
2387,1162.31,10
2388,1162.79,12
2389,1163.27,14
2390,1163.75,7
2391,1164.23,10
2392,1164.71,10
2393,1165.2,14
2394,1165.68,11
2395,1166.16,9
2396,1166.64,11
2397,1167.12,11
2398,1167.61,8
2399,1168.09,15
2400,1168.57,9
2401,1169.05,9
2402,1169.53,13
2403,1170.02,13
2404,1170.5,12
2405,1170.98,14
2406,1171.46,9
2407,1171.94,10
2408,1172.43,12
2409,1172.91,14
2410,1173.39,14
2411,1173.87,17
2412,1174.35,15
2413,1174.83,9
2414,1175.32,12
2415,1175.8,14
2416,1176.28,13
2417,1176.76,10
2418,1177.24,9
2419,1177.73,15
2420,1178.21,11
2421,1178.69,8
2422,1179.17,14
2423,1179.65,10
2424,1180.14,10
2425,1180.62,10
2426,1181.1,10
2427,1181.58,26
2428,1182.06,15
2429,1182.55,17
2430,1183.03,10
2431,1183.51,10
2432,1183.99,11
2433,1184.47,8
2434,1184.95,11
2435,1185.44,10
2436,1185.92,10
2437,1186.4,11
2438,1186.88,18
2439,1187.36,8
2440,1187.85,9
2441,1188.33,15
2442,1188.81,9
2443,1189.29,11
2444,1189.77,14
2445,1190.26,8
2446,1190.74,13
2447,1191.22,5
2448,1191.7,13
2449,1192.18,16
2450,1192.67,7
2451,1193.15,12
2452,1193.63,11
2453,1194.11,13
2454,1194.59,10
2455,1195.07,12
2456,1195.56,15
2457,1196.04,13
2458,1196.52,12
2459,1197.0,12
2460,1197.48,15
2461,1197.97,17
2462,1198.45,18
2463,1198.93,7
2464,1199.41,10
2465,1199.89,8
2466,1200.38,17
2467,1200.86,10
2468,1201.34,8
2469,1201.82,8
2470,1202.3,11
2471,1202.78,9
2472,1203.27,10
2473,1203.75,14
2474,1204.23,11
2475,1204.71,13
2476,1205.19,9
2477,1205.68,10
2478,1206.16,12
2479,1206.64,7
2480,1207.12,11
2481,1207.6,9
2482,1208.09,12
2483,1208.57,12
2484,1209.05,18
2485,1209.53,13
2486,1210.01,6
2487,1210.5,7
2488,1210.98,12
2489,1211.46,20
2490,1211.94,9
2491,1212.42,7
2492,1212.9,19
2493,1213.39,17
2494,1213.87,6
2495,1214.35,14
2496,1214.83,11
2497,1215.31,7
2498,1215.8,16
2499,1216.28,14
2500,1216.76,5
2501,1217.24,15
2502,1217.72,15
2503,1218.21,11
2504,1218.69,16
2505,1219.17,7
2506,1219.65,14
2507,1220.13,9
2508,1220.62,14
2509,1221.1,11
2510,1221.58,11
2511,1222.06,14
2512,1222.54,14
2513,1223.02,10
2514,1223.51,7
2515,1223.99,13
2516,1224.47,11
2517,1224.95,10
2518,1225.43,13
2519,1225.92,13
2520,1226.4,14
2521,1226.88,16
2522,1227.36,8
2523,1227.84,13
2524,1228.33,8
2525,1228.81,13
2526,1229.29,6
2527,1229.77,14
2528,1230.25,15
2529,1230.74,14
2530,1231.22,15
2531,1231.7,9
2532,1232.18,11
2533,1232.66,11
2534,1233.14,8
2535,1233.63,13
2536,1234.11,12
2537,1234.59,12
2538,1235.07,13
2539,1235.55,12
2540,1236.04,13
2541,1236.52,8
2542,1237.0,14
2543,1237.48,11
2544,1237.96,15
2545,1238.45,16
2546,1238.93,15
2547,1239.41,10
2548,1239.89,13
2549,1240.37,11
2550,1240.86,10
2551,1241.34,8
2552,1241.82,16
2553,1242.3,15
2554,1242.78,13
2555,1243.26,10
2556,1243.75,15
2557,1244.23,14
2558,1244.71,18
2559,1245.19,10
2560,1245.67,12
2561,1246.16,19
2562,1246.64,11
2563,1247.12,14
2564,1247.6,13
2565,1248.08,14
2566,1248.57,11
2567,1249.05,10
2568,1249.53,14
2569,1250.01,10
2570,1250.49,15
2571,1250.97,7
2572,1251.46,15
2573,1251.94,11
2574,1252.42,12
2575,1252.9,10
2576,1253.38,10
2577,1253.87,8
2578,1254.35,10
2579,1254.83,9
2580,1255.31,6
2581,1255.79,13
2582,1256.28,17
2583,1256.76,9
2584,1257.24,8
2585,1257.72,14
2586,1258.2,10
2587,1258.69,10
2588,1259.17,13
2589,1259.65,5
2590,1260.13,11
2591,1260.61,9
2592,1261.09,7
2593,1261.58,9
2594,1262.06,11
2595,1262.54,15
2596,1263.02,17
2597,1263.5,10
2598,1263.99,12
2599,1264.47,11
2600,1264.95,5
2601,1265.43,9
2602,1265.91,13
2603,1266.4,13
2604,1266.88,8
2605,1267.36,13
2606,1267.84,19
2607,1268.32,8
2608,1268.81,7
2609,1269.29,12
2610,1269.77,6
2611,1270.25,18
2612,1270.73,13
2613,1271.21,7
2614,1271.7,8
2615,1272.18,11
2616,1272.66,9
2617,1273.14,10
2618,1273.62,3
2619,1274.11,11
2620,1274.59,6
2621,1275.07,4
2622,1275.55,9
2623,1276.03,9
2624,1276.52,11
2625,1277.0,11
2626,1277.48,6
2627,1277.96,12
2628,1278.44,7
2629,1278.93,9
2630,1279.41,11
2631,1279.89,11
2632,1280.37,8
2633,1280.85,6
2634,1281.33,8
2635,1281.82,6
2636,1282.3,14
2637,1282.78,10
2638,1283.26,7
2639,1283.74,7
2640,1284.23,7
2641,1284.71,5
2642,1285.19,6
2643,1285.67,6
2644,1286.15,10
2645,1286.64,10
2646,1287.12,5
2647,1287.6,13
2648,1288.08,9
2649,1288.56,3
2650,1289.05,10
2651,1289.53,9
2652,1290.01,6
2653,1290.49,8
2654,1290.97,10
2655,1291.45,10
2656,1291.94,9
2657,1292.42,12
2658,1292.9,17
2659,1293.38,9
2660,1293.86,7
2661,1294.35,10
2662,1294.83,7
2663,1295.31,8
2664,1295.79,7
2665,1296.27,6
2666,1296.76,11
2667,1297.24,6
2668,1297.72,8
2669,1298.2,16
2670,1298.68,12
2671,1299.16,7
2672,1299.65,8
2673,1300.13,6
2674,1300.61,11
2675,1301.09,11
2676,1301.57,4
2677,1302.06,14
2678,1302.54,5
2679,1303.02,6
2680,1303.5,10
2681,1303.98,7
2682,1304.47,4
2683,1304.95,11
2684,1305.43,11
2685,1305.91,11
2686,1306.39,3
2687,1306.88,11
2688,1307.36,8
2689,1307.84,5
2690,1308.32,15
2691,1308.8,8
2692,1309.28,11
2693,1309.77,7
2694,1310.25,8
2695,1310.73,12
2696,1311.21,8
2697,1311.69,15
2698,1312.18,13
2699,1312.66,5
2700,1313.14,9
2701,1313.62,3
2702,1314.1,4
2703,1314.59,1
2704,1315.07,6
2705,1315.55,4
2706,1316.03,9
2707,1316.51,13
2708,1317.0,5
2709,1317.48,13
2710,1317.96,9
2711,1318.44,6
2712,1318.92,16
2713,1319.4,8
2714,1319.89,3
2715,1320.37,8
2716,1320.85,12
2717,1321.33,4
2718,1321.81,10
2719,1322.3,7
2720,1322.78,3
2721,1323.26,6
2722,1323.74,11
2723,1324.22,9
2724,1324.71,7
2725,1325.19,2
2726,1325.67,5
2727,1326.15,9
2728,1326.63,14
2729,1327.12,5
2730,1327.6,9
2731,1328.08,6
2732,1328.56,4
2733,1329.04,11
2734,1329.52,3
2735,1330.01,6
2736,1330.49,7
2737,1330.97,6
2738,1331.45,5
2739,1331.93,10
2740,1332.42,8
2741,1332.9,4
2742,1333.38,6
2743,1333.86,5
2744,1334.34,11
2745,1334.83,11
2746,1335.31,9
2747,1335.79,5
2748,1336.27,12
2749,1336.75,11
2750,1337.24,6
2751,1337.72,13
2752,1338.2,7
2753,1338.68,4
2754,1339.16,2
2755,1339.64,9
2756,1340.13,5
2757,1340.61,2
2758,1341.09,3
2759,1341.57,9
2760,1342.05,6
2761,1342.54,4
2762,1343.02,6
2763,1343.5,9
2764,1343.98,8
2765,1344.46,5
2766,1344.95,5
2767,1345.43,7
2768,1345.91,9
2769,1346.39,5
2770,1346.87,3
2771,1347.35,4
2772,1347.84,4
2773,1348.32,6
2774,1348.8,8
2775,1349.28,5
2776,1349.76,8
2777,1350.25,5
2778,1350.73,2
2779,1351.21,5
2780,1351.69,8
2781,1352.17,6
2782,1352.66,4
2783,1353.14,7
2784,1353.62,3
2785,1354.1,8
2786,1354.58,7
2787,1355.07,7
2788,1355.55,5
2789,1356.03,0
2790,1356.51,3
2791,1356.99,7
2792,1357.47,7
2793,1357.96,3
2794,1358.44,6
2795,1358.92,11
2796,1359.4,4
2797,1359.88,3
2798,1360.37,7
2799,1360.85,2
2800,1361.33,10
2801,1361.81,9
2802,1362.29,4
2803,1362.78,5
2804,1363.26,6
2805,1363.74,6
2806,1364.22,6
2807,1364.7,1
2808,1365.19,5
2809,1365.67,8
2810,1366.15,8
2811,1366.63,5
2812,1367.11,6
2813,1367.59,3
2814,1368.08,6
2815,1368.56,5
2816,1369.04,5
2817,1369.52,4
2818,1370.0,11
2819,1370.49,4
2820,1370.97,7
2821,1371.45,6
2822,1371.93,5
2823,1372.41,4
2824,1372.9,7
2825,1373.38,8
2826,1373.86,6
2827,1374.34,5
2828,1374.82,4
2829,1375.31,5
2830,1375.79,4
2831,1376.27,1
2832,1376.75,6
2833,1377.23,8
2834,1377.71,8
2835,1378.2,7
2836,1378.68,8
2837,1379.16,9
2838,1379.64,3
2839,1380.12,2
2840,1380.61,3
2841,1381.09,7
2842,1381.57,6
2843,1382.05,11
2844,1382.53,5
2845,1383.02,8
2846,1383.5,6
2847,1383.98,6
2848,1384.46,5
2849,1384.94,4
2850,1385.43,3
2851,1385.91,3
2852,1386.39,6
2853,1386.87,5
2854,1387.35,7
2855,1387.83,1
2856,1388.32,8
2857,1388.8,9
2858,1389.28,4
2859,1389.76,8
2860,1390.24,4
2861,1390.73,3
2862,1391.21,7
2863,1391.69,4
2864,1392.17,7
2865,1392.65,9
2866,1393.14,8
2867,1393.62,9
2868,1394.1,8
2869,1394.58,7
2870,1395.06,5
2871,1395.54,9
2872,1396.03,4
2873,1396.51,3
2874,1396.99,6
2875,1397.47,3
2876,1397.95,5
2877,1398.44,5
2878,1398.92,7
2879,1399.4,5
2880,1399.88,6
2881,1400.36,7
2882,1400.85,5
2883,1401.33,6
2884,1401.81,5
2885,1402.29,2
2886,1402.77,7
2887,1403.26,5
2888,1403.74,5
2889,1404.22,4
2890,1404.7,3
2891,1405.18,9
2892,1405.66,7
2893,1406.15,9
2894,1406.63,8
2895,1407.11,8
2896,1407.59,7
2897,1408.07,7
2898,1408.56,8
2899,1409.04,6
2900,1409.52,5
2901,1410.0,4
2902,1410.48,4
2903,1410.97,8
2904,1411.45,9
2905,1411.93,8
2906,1412.41,3
2907,1412.89,3
2908,1413.38,6
2909,1413.86,5
2910,1414.34,8
2911,1414.82,6
2912,1415.3,7
2913,1415.78,5
2914,1416.27,5
2915,1416.75,7
2916,1417.23,5
2917,1417.71,4
2918,1418.19,11
2919,1418.68,4
2920,1419.16,5
2921,1419.64,8
2922,1420.12,6
2923,1420.6,2
2924,1421.09,5
2925,1421.57,8
2926,1422.05,7
2927,1422.53,9
2928,1423.01,4
2929,1423.5,8
2930,1423.98,6
2931,1424.46,5
2932,1424.94,3
2933,1425.42,4
2934,1425.9,6
2935,1426.39,6
2936,1426.87,6
2937,1427.35,6
2938,1427.83,5
2939,1428.31,7
2940,1428.8,7
2941,1429.28,4
2942,1429.76,7
2943,1430.24,7
2944,1430.72,3
2945,1431.21,5
2946,1431.69,9
2947,1432.17,7
2948,1432.65,5
2949,1433.13,4
2950,1433.62,4
2951,1434.1,14
2952,1434.58,9
2953,1435.06,3
2954,1435.54,8
2955,1436.02,12
2956,1436.51,4
2957,1436.99,2
2958,1437.47,6
2959,1437.95,6
2960,1438.43,1
2961,1438.92,5
2962,1439.4,6
2963,1439.88,4
2964,1440.36,8
2965,1440.84,10
2966,1441.33,10
2967,1441.81,2
2968,1442.29,4
2969,1442.77,5
2970,1443.25,7
2971,1443.73,5
2972,1444.22,0
2973,1444.7,4
2974,1445.18,9
2975,1445.66,3
2976,1446.14,3
2977,1446.63,3
2978,1447.11,1
2979,1447.59,6
2980,1448.07,3
2981,1448.55,6
2982,1449.04,4
2983,1449.52,5
2984,1450.0,4
2985,1450.48,8
2986,1450.96,8
2987,1451.45,12
2988,1451.93,0
2989,1452.41,7
2990,1452.89,6
2991,1453.37,4
2992,1453.85,7
2993,1454.34,4
2994,1454.82,11
2995,1455.3,6
2996,1455.78,9
2997,1456.26,8
2998,1456.75,1
2999,1457.23,7
3000,1457.71,12
3001,1458.19,7
3002,1458.67,8
3003,1459.16,28
3004,1459.64,75
3005,1460.12,128
3006,1460.6,202
3007,1461.08,216
3008,1461.57,166
3009,1462.05,94
3010,1462.53,43
3011,1463.01,14
3012,1463.49,6
3013,1463.97,5
3014,1464.46,10
3015,1464.94,3
3016,1465.42,1
3017,1465.9,2
3018,1466.38,3
3019,1466.87,6
3020,1467.35,2
3021,1467.83,4
3022,1468.31,7
3023,1468.79,5
3024,1469.28,4
3025,1469.76,9
3026,1470.24,4
3027,1470.72,4
3028,1471.2,3
3029,1471.69,7
3030,1472.17,3
3031,1472.65,2
3032,1473.13,1
3033,1473.61,4
3034,1474.09,3
3035,1474.58,6
3036,1475.06,7
3037,1475.54,5
3038,1476.02,2
3039,1476.5,7
3040,1476.99,4
3041,1477.47,5
3042,1477.95,4
3043,1478.43,8
3044,1478.91,4
3045,1479.4,3
3046,1479.88,1
3047,1480.36,6
3048,1480.84,3
3049,1481.32,3
3050,1481.81,4
3051,1482.29,5
3052,1482.77,3
3053,1483.25,6
3054,1483.73,3
3055,1484.21,3
3056,1484.7,6
3057,1485.18,7
3058,1485.66,7
3059,1486.14,3
3060,1486.62,7
3061,1487.11,7
3062,1487.59,3
3063,1488.07,5
3064,1488.55,3
3065,1489.03,3
3066,1489.52,2
3067,1490.0,2
3068,1490.48,3
3069,1490.96,3
3070,1491.44,2
3071,1491.92,8
3072,1492.41,2
3073,1492.89,8
3074,1493.37,7
3075,1493.85,4
3076,1494.33,2
3077,1494.82,1
3078,1495.3,5
3079,1495.78,5
3080,1496.26,4
3081,1496.74,5
3082,1497.23,7
3083,1497.71,4
3084,1498.19,6
3085,1498.67,10
3086,1499.15,4
3087,1499.64,2
3088,1500.12,3
3089,1500.6,5
3090,1501.08,3
3091,1501.56,6
3092,1502.04,3
3093,1502.53,0
3094,1503.01,5
3095,1503.49,4
