Canal,Energía (keV),Cuentas,Eficiencia
818,406.61,47,0.007935084423555694
819,407.1,39,0.007925575022243182
820,407.58,40,0.007916282117563954
821,408.06,43,0.007907011329066385
822,408.55,42,0.00789757012930844
823,409.03,33,0.00788834379349245
824,409.51,39,0.007879139336657228
825,410.0,38,0.007869765606974456
826,410.48,30,0.007860605126903288
827,410.96,43,0.007851466291989177
828,411.44,50,0.007842349025562181
829,411.93,31,0.007833063984013173
830,412.41,46,0.007823990071360278
831,412.89,47,0.007814937497773336
832,413.38,51,0.007805718261311988
833,413.86,34,0.007796708581163516
834,414.34,28,0.007787720013899516
835,414.83,39,0.007778565885028157
836,415.31,35,0.007769619757356038
837,415.79,43,0.0077606945195696116
838,416.27,42,0.007751790098540216
839,416.76,36,0.007742721564939612
840,417.24,41,0.007733858989287608
841,417.72,28,0.007725017011543928
842,418.21,48,0.007716011997452008
843,418.69,46,0.007707211425927434
844,419.17,33,0.007698431236517108
845,419.66,40,0.00768948907646902
846,420.14,37,0.007680749860238514
847,420.62,49,0.007672030813329716
848,421.1,35,0.00766333186595332
849,421.59,35,0.007654472350361466
850,422.07,32,0.007645813809084865
851,422.55,45,0.007637175158462889
852,423.04,39,0.007628376981353947
853,423.52,50,0.007619778317647927
854,424.0,34,0.007611199338600818
855,424.49,33,0.0076024618647263205
856,424.97,40,0.007593922459185318
857,425.45,43,0.007585402535140151
858,425.93,34,0.007576902025952546
859,426.42,37,0.007568244379712918
860,426.9,32,0.00755978290255586
861,427.38,50,0.007551340640788547
862,427.87,37,0.007542742250653557
863,428.35,44,0.007534338620585472
864,428.83,44,0.007525954009160443
865,429.32,28,0.007517414268403724
866,429.8,27,0.007509067893798658
867,430.28,32,0.00750074034376486
868,430.76,41,0.0074924315546393986
869,431.25,37,0.007483968951175545
870,431.73,33,0.0074756978815712465
871,432.21,48,0.007467445382293855
872,432.7,28,0.007459040045693691
873,433.18,35,0.007450824883411525
874,433.66,36,0.007442628103445664
875,434.15,28,0.007434279453923251
876,434.63,42,0.007426119633578097
877,435.11,29,0.007417978010066308
878,435.59,49,0.007409854522536228
879,436.08,30,0.007401580439429911
880,436.56,49,0.007393493417065094
881,437.04,51,0.007385424348497974
882,437.53,38,0.007377205631006465
883,438.01,49,0.007369172661905861
884,438.49,57,0.00736115746684928
885,438.98,40,0.007352993560649485
886,439.46,44,0.00734501410423109
887,439.94,37,0.007337052244493064
888,440.43,26,0.007328942602632144
889,440.91,41,0.007321016125493622
890,441.39,41,0.007313107070022258
891,441.87,40,0.007305215378793812
892,442.36,27,0.007297177128595702
893,442.84,34,0.007289320353361284
894,443.32,38,0.007281480770425091
895,443.81,57,0.0072734955375350924
896,444.29,29,0.007265690525414516
897,444.77,30,0.007257902535908677
898,445.26,39,0.007249969797058239
899,445.74,41,0.007242216037721634
900,446.22,32,0.007234479133540528
901,446.7,33,0.007226759029563951
902,447.19,29,0.007218895362119829
903,447.67,27,0.007211209041803739
904,448.15,36,0.007203539357137247
905,448.64,32,0.0071957269904126
906,449.12,43,0.007188090759039433
907,449.6,24,0.007180471000901684
908,450.09,40,0.0071727094340449426
909,450.57,45,0.007165122803124175
910,451.05,37,0.007157552485130682
911,451.53,37,0.007149998427455084
912,452.02,33,0.007142303711153532
913,452.5,45,0.007134782353213324
914,452.98,36,0.007127277098033432
915,453.47,33,0.007119632039131817
916,453.95,42,0.007112159167346021
917,454.43,33,0.007104702242790809
918,454.92,37,0.0070971063616677744
919,455.4,37,0.007089681508230266
920,455.88,37,0.007082272448488862
921,456.36,50,0.007074879132052519
922,456.85,28,0.0070673479747759985
923,457.33,43,0.007059986320000869
924,457.81,28,0.0070526402576028355
925,458.3,35,0.0070451571838108925
926,458.78,35,0.007037842480022728
927,459.26,36,0.007030543219605651
928,459.75,37,0.0070231077697949715
929,460.23,36,0.007015839568789456
930,460.71,32,0.007008586664040555
931,461.19,42,0.007001349007259852
932,461.68,38,0.0069939762437972045
933,462.16,32,0.006986769254057288
934,462.64,44,0.006979577367642428
935,463.13,44,0.006972251179530285
936,463.61,35,0.006965089669704678
937,464.09,37,0.006957943120383661
938,464.58,33,0.0069506630671936475
939,465.06,41,0.006943546607664643
940,465.54,40,0.006936444967613852
941,466.02,34,0.006929358100747129
942,466.51,36,0.006922138780991218
943,466.99,40,0.006915081627750115
944,467.47,36,0.006908039109011219
945,467.96,30,0.006900864918854455
946,468.44,28,0.006893851835241855
947,468.92,35,0.006886853249179117
948,469.41,40,0.006879723766289165
949,469.89,35,0.0068727543403211385
950,470.37,25,0.006865799276653196
951,470.85,29,0.006858858530883602
952,471.34,31,0.006851787908757446
953,471.82,30,0.006844875962293232
954,472.3,35,0.006837978200703038
955,472.79,31,0.006830951321617309
956,473.27,25,0.006824082092177308
957,473.75,37,0.0068172269162289825
958,474.24,40,0.006810243375028126
959,474.72,28,0.006803416467367263
960,475.2,28,0.006796603483432403
961,475.69,42,0.00678966287994646
962,476.17,26,0.006782877903678291
963,476.65,38,0.006776106722962406
964,477.13,29,0.006769349295715397
965,477.62,35,0.006762465231452942
966,478.1,41,0.006755735469921461
967,478.58,26,0.0067490193357664
968,479.07,39,0.006742177295339168
969,479.55,27,0.006735488573644935
970,480.03,26,0.006728813354770542
971,480.52,36,0.006722012954072427
972,481.0,24,0.006715364897484392
973,481.48,37,0.0067087302206722986
974,481.96,26,0.006702108883233669
975,482.45,26,0.006695363318595131
976,482.93,28,0.006688768815150221
977,483.41,27,0.006682187530012781
978,483.9,30,0.006675482727727317
979,484.38,29,0.006668928033409526
980,484.86,33,0.006662386437793169
981,485.35,35,0.00665572202902102
982,485.83,23,0.0066492067839782985
983,486.31,38,0.006642704519468972
984,486.79,23,0.00663621519668846
985,487.28,35,0.006629603988507403
986,487.76,28,0.0066231407009917
987,488.24,45,0.006616690238917508
988,488.73,22,0.006610118581574026
989,489.21,34,0.006603693921174908
990,489.69,34,0.006597281971318403
991,490.18,39,0.006590749510488679
992,490.66,25,0.0065843631315023535
993,491.14,29,0.00657798934952753
994,491.62,32,0.0065716281272793315
995,492.11,31,0.0065651472959395935
996,492.59,35,0.0065588113416013985
997,493.07,31,0.006552487835247877
998,493.56,23,0.0065460453907489466
999,494.04,30,0.006539746927832781
1000,494.52,41,0.006533460802480407
1001,495.01,28,0.006527056404307693
1002,495.49,25,0.006520795100569943
1003,495.97,34,0.006514546025276708
1004,496.45,37,0.006508309142589214
1005,496.94,25,0.0065019548640391535
1006,497.42,35,0.006495742511756509
1007,497.9,23,0.006489542244663218
1008,498.39,28,0.006483225234170297
1009,498.87,22,0.006477049281686085
1010,499.35,35,0.006470885308232442
1011,499.84,40,0.006464605238425546
1012,500.32,31,0.006458465366307987
1013,500.8,37,0.0064523373683014525
1014,501.28,24,0.006446221209943883
1015,501.77,29,0.0064399898081736046
1016,502.25,31,0.0064338974711289085
1017,502.73,32,0.006427816870435208
1018,503.22,25,0.006421621660978826
1019,503.7,21,0.006415564674064149
1020,504.18,31,0.006409519321400239
1021,504.67,31,0.0064033599894023924
1022,505.15,30,0.006397338045386515
1023,505.63,21,0.00639132763470161
1024,506.11,36,0.006385328724196886
1025,506.6,34,0.006379216664147538
1026,507.08,31,0.006373240892922513
1027,507.56,35,0.00636727652250273
1028,508.05,41,0.00636119962001577
1029,508.53,50,0.006355258189212368
1030,509.01,67,0.006349328060980558
1031,509.5,88,0.006343286013124327
1032,509.98,86,0.006337378627135307
1033,510.46,97,0.006331482446609155
1034,510.95,108,0.006325474953921073
1035,511.43,89,0.0063196013205211714
1036,511.91,62,0.006313738796584279
1037,512.39,64,0.006307887350572729
1038,512.88,43,0.006301925393319026
1039,513.36,64,0.006296096238172972
1040,513.84,45,0.006290278066403992
1041,514.33,26,0.006284349979453298
1042,514.81,35,0.006278553908570587
1043,515.29,27,0.0062727687275891736
1044,515.78,30,0.006266874222682229
1045,516.26,31,0.006261110954759931
1046,516.74,32,0.006255358484320537
1047,517.22,27,0.0062496167810007636
1048,517.71,23,0.00624376653337305
1049,518.19,22,0.006238046496394269
1050,518.67,38,0.006232337135501078
1051,519.16,32,0.0062265198105552685
1052,519.64,37,0.006220831933075354
1053,520.12,30,0.006215154641670007
1054,520.61,32,0.0062093699618314385
1055,521.09,37,0.006203713972964543
1056,521.57,25,0.006198068481169915
1057,522.05,36,0.006192433457204545
1058,522.54,24,0.00618669180386774
1059,523.02,37,0.006181077844825502
1060,523.5,18,0.0061754742659310405
1061,523.99,20,0.006169764622667478
1062,524.47,36,0.006164181932495991
1063,524.95,35,0.0061586095357670885
1064,525.44,32,0.006152931635196492
1065,525.92,32,0.006147379952949527
1066,526.4,29,0.006141838478402632
1067,526.88,34,0.006136307183381905
1068,527.37,34,0.006130671123739535
1069,527.85,34,0.006125160314272479
1070,528.33,29,0.006119659599849868
1071,528.82,21,0.006114054671083226
1072,529.3,36,0.006108574272435435
1073,529.78,23,0.00610310388528236
1074,530.27,23,0.006097529829742118
1075,530.75,21,0.006092079590455452
1076,531.23,29,0.006086639280033
1077,531.71,28,0.0060812088713215725
1078,532.2,30,0.0060756755142847355
1079,532.68,33,0.006070265032805369
1080,533.16,33,0.006064864371610486
1081,533.65,33,0.006059361298148785
1082,534.13,29,0.006053980400538682
1083,534.61,22,0.00604860924267667
1084,535.1,30,0.0060431362044332726
1085,535.58,24,0.006037784648295313
1086,536.06,33,0.0060324427522471195
1087,536.54,30,0.0060271104901103946
1088,537.03,22,0.006021677049150194
1089,537.51,37,0.006016364176025061
1090,537.99,27,0.006011060858303302
1091,538.48,21,0.006005656884081889
1092,538.96,30,0.006000372797581853
1093,539.44,35,0.005995098188827558
1094,539.93,21,0.0059897234418656384
1095,540.41,27,0.005984467908250338
1096,540.89,34,0.005979221775562221
1097,541.37,20,0.005973985018554631
1098,541.86,31,0.005968648807020217
1099,542.34,21,0.005963430920008872
1100,542.82,27,0.005958222332958781
1101,543.31,26,0.005952914800434871
1102,543.79,18,0.00594772493118899
1103,544.27,28,0.005942544286998129
1104,544.76,34,0.005937265202490036
1105,545.24,30,0.005932103125543234
1106,545.72,26,0.0059269501995473164
1107,546.21,33,0.005921699334533941
1108,546.69,24,0.0059165648268320525
1109,547.17,22,0.00591143939676837
1110,547.65,27,0.005906323020246383
1111,548.14,21,0.005901109366038123
1112,548.62,21,0.0058960112120134515
1113,549.1,25,0.005890922039254902
1114,549.59,26,0.005885736081270155
1115,550.07,33,0.005880664985729381
1116,550.55,24,0.005875602799946262
1117,551.04,25,0.005870444317668395
1118,551.52,24,0.00586540006536348
1119,552.0,30,0.005860364652064739
1120,552.48,20,0.005855338054516024
1121,552.97,33,0.005850215805271017
1122,553.45,19,0.005845206952232221
1123,553.93,34,0.005840206845184095
1124,554.42,27,0.005835111566624071
1125,554.9,28,0.005830129063857568
1126,555.38,25,0.005825155238056329
1127,555.87,26,0.005820086717321856
1128,556.35,26,0.005815130357047404
1129,556.83,23,0.005810182605437131
1130,557.31,17,0.0058052434400389635
1131,557.8,30,0.0058002102085183
1132,558.28,21,0.005795288326212079
1133,558.76,21,0.00579037496276634
1134,559.25,31,0.005785368001510364
1135,559.73,19,0.005780471785762
1136,560.21,29,0.005775584022224962
1137,560.7,28,0.005770603125702134
1138,561.18,26,0.00576573237587825
1139,561.66,28,0.0057608700123098905
1140,562.14,32,0.005756016013314625
1141,562.63,24,0.0057510694946794625
1142,563.11,27,0.005746232333216172
1143,563.59,24,0.005741403471279137
1144,564.08,27,0.005736482546529501
1145,564.56,27,0.005731670391357194
1146,565.04,23,0.005726866471336919
1147,565.53,21,0.005721970941956689
1148,566.01,23,0.005717183599284369
1149,566.49,32,0.005712404428053804
1150,566.97,29,0.005707633407319517
1151,567.46,29,0.005702771375608043
1152,567.94,22,0.005698016762028635
1153,568.42,40,0.0056932702361057715
1154,568.91,22,0.005688433144919619
1155,569.39,27,0.0056837028998158136
1156,569.87,16,0.005678980680173048
1157,570.36,28,0.005674168337714872
1158,570.84,35,0.005669462273848952
1159,571.32,26,0.005664764173884633
1160,571.8,22,0.005660074017582331
1161,572.29,28,0.005655294322365857
1162,572.77,29,0.0056506201573833185
1163,573.25,26,0.005645953875337366
1164,573.74,25,0.005641198489334452
1165,574.22,27,0.005636548076517825
1166,574.7,25,0.005631905486529669
1167,575.19,23,0.005627174224380043
1168,575.67,22,0.005622547382770347
1169,576.15,25,0.005617928304490551
1170,576.63,19,0.005613316969977533
1171,577.12,29,0.005608617533185183
1172,577.6,21,0.005604021788089992
1173,578.08,19,0.005599433728062315
1174,578.57,22,0.005594757990298405
1175,579.05,12,0.005590185401666738
1176,579.53,18,0.005585620439995082
1177,580.02,15,0.005580968222068682
1178,580.5,21,0.005576418614959461
1179,580.98,28,0.005571876577287022
1180,581.47,29,0.005567247701809062
1181,581.95,23,0.00556272090303883
1182,582.43,26,0.005558201616759148
1183,582.91,41,0.005553689824244701
1184,583.4,35,0.005549091746240794
1185,583.88,40,0.005544595040475814
1186,584.36,27,0.005540105772286638
1187,584.85,27,0.005535530630100678
1188,585.33,30,0.005531056335679216
1189,585.81,27,0.005526589423204433
1190,586.3,28,0.005522037045288396
1191,586.78,20,0.005517584994724845
1192,587.26,21,0.005513140271032255
1193,587.74,28,0.005508702856099376
1194,588.23,20,0.005504180515018012
1195,588.71,28,0.005499757814833181
1196,589.19,26,0.005495342369058243
1197,589.68,31,0.005490842398951151
1198,590.16,22,0.00548644155863697
1199,590.64,25,0.005482047918920387
1200,591.13,22,0.005477570153842216
1201,591.61,34,0.005473191011378625
1202,592.09,24,0.005468819016231257
1203,592.57,23,0.005464454150877974
1204,593.06,15,0.0054600056868379845
1205,593.54,18,0.005455655176361316
1206,594.02,26,0.0054513117430939
1207,594.51,28,0.005446885103580107
1208,594.99,28,0.005442555919446732
1209,595.47,27,0.005438233760453598
1210,595.96,29,0.005433828784896584
1211,596.44,19,0.005429520770330966
1212,596.92,28,0.005425219729346099
1213,597.4,26,0.005420925644985221
1214,597.89,17,0.005416549258507193
1215,598.37,24,0.005412269180791272
1216,598.85,29,0.005407996008808445
1217,599.34,18,0.005403640918061667
1218,599.82,40,0.005399381650383455
1219,600.3,25,0.005395129238042623
1220,600.79,26,0.005390795287617736
1221,601.27,32,0.005386556678235789
1222,601.75,22,0.005382324874284677
1223,602.23,20,0.0053780998593503625
1224,602.72,23,0.00537379380892543
1225,603.2,36,0.005369582463577574
1226,603.68,24,0.005365377857981927
1227,604.17,31,0.005361092591439563
1228,604.65,25,0.005356901556356585
1229,605.13,21,0.005352717212236738
1230,605.62,20,0.005348452579122108
1231,606.1,25,0.005344281707396301
1232,606.58,25,0.005340117478314333
1233,607.06,24,0.005335959875983397
1234,607.55,29,0.005331722475758453
1235,608.03,25,0.00532757821668425
1236,608.51,33,0.005323440536658358
1237,609.0,41,0.005319223424740394
1238,609.48,52,0.005315098992034794
1239,609.96,47,0.005310981091131569
1240,610.45,25,0.005306784121824487
1241,610.93,17,0.005302679373222609
1242,611.41,27,0.005298581109628506
1243,611.89,23,0.005294489315650043
1244,612.38,29,0.005290318933222921
1245,612.86,25,0.005286240166476935
1246,613.34,17,0.005282167823144392
1247,613.83,27,0.005278017249080431
1248,614.31,26,0.005273957840058066
1249,614.79,24,0.005269904808685835
1250,615.28,21,0.005265773901861074
1251,615.76,29,0.005261733712758416
1252,616.24,16,0.005257699855976306
1253,616.73,20,0.005253588476604271
1254,617.21,26,0.005249567370922408
1255,617.69,24,0.005245552552660117
1256,618.17,18,0.0052415440070471605
1257,618.66,28,0.00523745840480562
1258,619.14,16,0.005233462490277345
1259,619.62,25,0.005229472804060053
1260,620.11,20,0.005225406408528651
1261,620.59,21,0.005221429264218013
1262,621.07,19,0.005217458304296971
1263,621.56,25,0.005213410980031703
1264,622.04,13,0.005209452473676861
1265,622.52,15,0.005205500108202219
1266,623.0,23,0.005201553869294647
1267,623.49,23,0.005197531721608652
1268,623.97,26,0.005193597819965627
1269,624.45,24,0.005189670001921247
1270,624.94,28,0.00518566661468434
1271,625.42,26,0.005181751047478668
1272,625.9,21,0.005177841521304179
1273,626.39,16,0.0051738567632475824
1274,626.87,19,0.005169959402291407
1275,627.35,17,0.005166068040195169
1276,627.83,24,0.005162182663085234
1277,628.32,18,0.005158222499569858
1278,628.8,32,0.005154349174947986
1279,629.28,18,0.005150481793661482
1280,629.77,18,0.005146539958054062
1281,630.25,26,0.005142684545476666
1282,630.73,30,0.005138835034969322
1283,631.22,18,0.005134911400016704
1284,631.7,20,0.005131073775214293
1285,632.18,27,0.005127242011597791
1286,632.66,19,0.005123416095716375
1287,633.15,21,0.005119516491072427
1288,633.63,25,0.005115702351601098
1289,634.11,15,0.00511189401948127
1290,634.6,31,0.005108012323401019
1291,635.08,27,0.0051042156864586595
1292,635.56,17,0.0051004248168552875
1293,636.05,23,0.005096560905948899
1294,636.53,24,0.005092781651035888
1295,637.01,31,0.0050890081238161005
1296,637.49,19,0.005085240311245518
1297,637.98,20,0.005081399883545284
1298,638.46,29,0.005077643579675815
1299,638.94,32,0.0050738929512915126
1300,639.43,27,0.005070070025508284
1301,639.91,24,0.005066330827042872
1302,640.39,29,0.005062597265255693
1303,640.88,15,0.005058791721717477
1304,641.36,17,0.005055069511784489
1305,641.84,20,0.00505135290007587
1306,642.32,17,0.005047641873939163
1307,642.81,22,0.005043859282989669
1308,643.29,18,0.005040159505899469
1309,643.77,23,0.005036465276391018
1310,644.26,20,0.005032699792932591
1311,644.74,16,0.005029016736047114
1312,645.22,19,0.005025339189097032
1313,645.71,21,0.005021590697036596
1314,646.19,15,0.005017924246976785
1315,646.67,15,0.005014263269545901
1316,647.15,16,0.005010607752468483
1317,647.64,19,0.005006881698248357
1318,648.12,26,0.005003237178316665
1319,648.6,24,0.0049995980818785075
1320,649.09,16,0.0049958887524887505
1321,649.57,17,0.0049922605790439145
1322,650.05,29,0.0049886377925637505
1323,650.54,24,0.004984945075357451
1324,651.02,20,0.004981333138383498
1325,651.5,18,0.004977726552172726
1326,651.98,28,0.0049741253048126875
1327,652.47,23,0.004970454525978693
1328,652.95,22,0.00496686403133028
1329,653.43,19,0.004963278839761199
1330,653.92,21,0.004959624414426832
1331,654.4,20,0.0049560499036043594
1332,654.88,16,0.004952480660408726
1333,655.37,19,0.004948842479246354
1334,655.85,19,0.0049452838454732105
1335,656.33,24,0.004941730444189792
1336,656.82,15,0.004938108398844322
1337,657.3,24,0.004934565536293037
1338,657.78,26,0.004931027871406251
1339,658.26,19,0.00492749539272371
1340,658.75,17,0.004923894658266106
1341,659.23,22,0.004920372625195519
1342,659.71,19,0.004916855743913724
1343,660.2,26,0.004913270896409168
1344,660.68,20,0.004909764391499236
1345,661.16,25,0.00490626300426652
1346,661.65,16,0.004902693938522484
1347,662.13,20,0.004899202859032263
1348,662.61,17,0.004895716863408258
1349,663.09,26,0.004892235940523488
1350,663.58,24,0.004888687719252236
1351,664.06,11,0.004885217013697829
1352,664.54,17,0.004881751347466594
1353,665.03,16,0.00487821866632933
1354,665.51,22,0.004874763150196852
1355,665.99,22,0.0048713126402643745
1356,666.48,17,0.004867795397116636
1357,666.96,18,0.004864354970640001
1358,667.44,25,0.004860919517529944
1359,667.92,18,0.004857489026980766
1360,668.41,10,0.0048539921754058605
1361,668.89,16,0.0048505716805107265
1362,669.37,26,0.004847156115723777
1363,669.86,15,0.004843674467488059
1364,670.34,22,0.004840268833059735
1365,670.82,23,0.0048368680965693266
1366,671.31,24,0.004833401552466813
1367,671.79,24,0.004830010681607227
1368,672.27,29,0.004826624676794637
1369,672.75,20,0.004823243527533088
1370,673.24,24,0.00481979693513272
1371,673.72,29,0.00481642556621704
1372,674.2,25,0.004813059021328642
1373,674.69,24,0.0048096273051374564
1374,675.17,20,0.004806270477166519
1375,675.65,26,0.004802918441971447
1376,676.14,11,0.004799501505617067
1377,676.62,14,0.004796159124458491
1378,677.1,26,0.0047928215050938245
1379,677.58,21,0.004789488637325823
1380,678.07,19,0.004786091225367126
1381,678.55,21,0.004782767928777993
1382,679.03,18,0.004779449353157703
1383,679.52,27,0.0047760664995988526
1384,680.0,20,0.004772757433529803
1385,680.48,23,0.004769453058064504
1386,680.97,19,0.0047660846692663
1387,681.45,28,0.004762789742252715
1388,681.93,28,0.004759499475737713
1389,682.41,21,0.004756213859812235
1390,682.9,22,0.004752864580222148
1391,683.38,20,0.004749588332232357
1392,683.86,20,0.0047463167050686116
1393,684.35,27,0.0047429816750602
1394,684.83,18,0.004739719355941843
1395,685.31,19,0.004736461628139545
1396,685.8,14,0.0047331407567106
1397,686.28,18,0.004729892277572993
1398,686.76,23,0.004726648360492303
1399,687.24,17,0.004723408995837527
1400,687.73,17,0.004720106830121546
1401,688.21,24,0.004716876635874927
1402,688.69,14,0.0047136509651248045
1403,689.18,19,0.004710362748847838
1404,689.66,18,0.00470714619029214
1405,690.14,15,0.004703934126548197
1406,690.63,22,0.004700659771252875
1407,691.11,25,0.004697456761981457
1408,691.59,21,0.004694258219079166
1409,692.08,21,0.004690997637054681
1410,692.56,18,0.004687808091389677
1411,693.04,17,0.00468462298389069
1412,693.52,26,0.004681442305273854
1413,694.01,20,0.004678199921149564
1414,694.49,20,0.0046750281643341066
1415,694.97,19,0.004671860808512665
1416,695.46,17,0.004668631996056934
1417,695.94,21,0.004665473505916284
1418,696.42,17,0.004662319389115239
1419,696.91,16,0.004659104063047999
1420,697.39,19,0.004655958756277014
1421,697.87,31,0.004652817795422497
1422,698.35,23,0.004649681171456978
1423,698.84,13,0.004646483665166702
1424,699.32,21,0.004643355777878691
1425,699.8,27,0.004640232200360683
1426,700.29,16,0.0046370479844244075
1427,700.77,15,0.004633933089009483
1428,701.25,19,0.004630822476471265
1429,701.74,17,0.004627651467956037
1430,702.22,23,0.0046245494834002525
1431,702.7,25,0.004621451755051242
1432,703.18,17,0.00461835827412914
1433,703.67,14,0.004615204717674773
1434,704.15,26,0.004612119793394485
1435,704.63,27,0.004609039090164908
1436,705.12,22,0.004605898550474031
1437,705.6,15,0.004602826350805161
1438,706.08,15,0.004599758346028835
1439,706.57,20,0.004596630742435442
1440,707.05,10,0.004593571188577024
1441,707.53,24,0.0045905158036687165
1442,708.01,18,0.004587464579169875
1443,708.5,28,0.004584354069972826
1444,708.98,18,0.0045813112269947045
1445,709.46,18,0.0045782725187673845
1446,709.95,18,0.004575174760204157
1447,710.43,18,0.0045721443818590385
1448,710.91,18,0.004569118112816727
1449,711.4,19,0.00456603302641135
1450,711.88,16,0.004563015036036199
1451,712.36,17,0.004560001129724342
1452,712.84,22,0.004556991299166186
1453,713.33,24,0.004553922959203182
1454,713.81,18,0.004550921339792735
1455,714.29,17,0.004547923771170663
1456,714.78,26,0.0045448679229200695
1457,715.26,23,0.0045418785152011075
1458,715.74,15,0.004538893133508767
1459,716.23,18,0.004535849700610847
1460,716.71,16,0.004532872429986274
1461,717.19,19,0.004529899160828053
1462,717.67,22,0.004526929885049927
1463,718.16,27,0.004523902860023718
1464,718.64,20,0.004520941629608553
1465,719.12,14,0.004517984368278241
1466,719.61,19,0.004514969583008964
1467,720.09,31,0.004512020318144226
1468,720.57,17,0.004509074998265842
1469,721.06,14,0.004506072378439145
1470,721.54,19,0.004503135006524553
1471,722.02,21,0.004500201555692603
1472,722.5,14,0.004497272018072911
1473,722.99,21,0.00449428547661643
1474,723.47,19,0.004491363823009835
1475,723.95,17,0.004488446058968005
1476,724.44,22,0.004485471512046258
1477,724.92,12,0.0044825615844224995
1478,725.4,18,0.004479655522906219
1479,725.89,18,0.004476692898182201
1480,726.37,17,0.004473794625871481
1481,726.85,25,0.004470900196399293
1482,727.34,18,0.004467949422116774
1483,727.82,23,0.004465062735016263
1484,728.3,16,0.004462179867671778
1485,728.78,22,0.004459300812482974
1486,729.27,11,0.004456365701217662
1487,729.75,17,0.004453494326643959
1488,730.23,18,0.0044506267413886936
1489,730.72,14,0.004447703315520839
1490,731.2,21,0.004444843364914864
1491,731.68,13,0.004441987180972211
1492,732.17,15,0.004439075370638517
1493,732.65,17,0.004436226775745547
1494,733.13,20,0.00443338192504111
1495,733.61,17,0.004430540811124698
1496,734.1,15,0.004427644354042583
1497,734.58,21,0.004424810769043084
1498,735.06,18,0.004421980898594049
1499,735.55,12,0.0044190958963416785
1500,736.03,16,0.004416273510049579
1501,736.51,10,0.004413454816246565
1502,737.0,12,0.004410581200791601
1503,737.48,16,0.0044077699467397905
1504,737.96,21,0.004404962363290129
1505,738.44,20,0.004402158443235425
1506,738.93,21,0.004399299879384723
1507,739.41,15,0.00439650334051924
1508,739.89,23,0.00439371044339129
1509,740.38,18,0.004390863109831533
1510,740.86,17,0.004388077550299375
1511,741.34,22,0.004385295611017795
1512,741.83,19,0.004382459441487993
1513,742.31,21,0.004379684796551536
1514,742.79,21,0.004376913750547476
1515,743.27,24,0.0043741462964556575
1516,743.76,16,0.00437132488473697
1517,744.24,19,0.004368564667948147
1518,744.72,17,0.004365808021975472
1519,745.21,16,0.004362997621842074
1520,745.69,8,0.0043602481707077706
1521,746.17,26,0.004357502269458508
1522,746.66,19,0.004354702816363503
1523,747.14,20,0.004351964067819705
1524,747.62,10,0.004349228848393176
1525,748.1,10,0.004346497151244768
1526,748.59,16,0.004343712169767934
1527,749.07,28,0.004340987569753726
1528,749.55,21,0.004338266471464835
1529,750.04,17,0.004335492288512616
1530,750.52,22,0.004332778245985802
1531,751.0,17,0.00433006768479117
1532,751.49,23,0.004327304237475708
1533,751.97,20,0.004324600690992143
1534,752.45,14,0.004321900605605744
1535,752.93,17,0.0043192039746526205
1536,753.42,15,0.004316454720118449
1537,753.9,20,0.004313765049728861
1538,754.38,23,0.004311078813745629
1539,754.87,12,0.0043083401501394555
1540,755.35,20,0.004305660834405249
1541,755.83,18,0.004302984933205084
1542,756.32,19,0.004300256799245118
1543,756.8,21,0.004297587778290351
1544,757.28,24,0.004294922152150404
1545,757.76,12,0.004292259914330993
1546,758.25,17,0.004289545701436704
1547,758.73,19,0.004286890291093646
1548,759.21,21,0.004284238249553404
1549,759.7,12,0.004281534425280528
1550,760.18,20,0.004278889171926157
1551,760.66,18,0.004276247268006577
1552,761.15,13,0.00427355377262845
1553,761.63,17,0.004270918617905314
1554,762.11,18,0.004268286793397212
1555,762.6,22,0.004265603567644399
1556,763.08,27,0.004262978453641489
1557,763.56,15,0.00426035665078071
1558,764.04,10,0.004257738152780366
1559,764.53,20,0.004255068505085115
1560,765.01,12,0.004252456666548275
1561,765.49,22,0.004249848113992242
1562,765.98,17,0.004247188599513898
1563,766.46,15,0.004244586668414208
1564,766.94,15,0.004241988004559322
1565,767.43,17,0.004239338565520204
1566,767.91,17,0.004236746485403335
1567,768.39,24,0.004234157653937497
1568,768.87,34,0.004231572064998621
1569,769.36,7,0.0042289359478385425
1570,769.84,17,0.004226356892876636
1571,770.32,25,0.0042237810620351784
1572,770.81,17,0.004221154887328496
1573,771.29,20,0.004218585553408382
1574,771.77,15,0.004216019425341332
1575,772.26,15,0.004213403136755498
1576,772.74,20,0.004210843468833985
1577,773.22,24,0.004208286988635954
1578,773.7,21,0.00420573369019004
1579,774.19,19,0.004203130473712368
1580,774.67,14,0.004200583586891716
1581,775.15,19,0.0041980398638750294
1582,775.64,11,0.00419544640384829
1583,776.12,19,0.004192909056323163
1584,776.6,18,0.0041903748547886975
1585,777.09,20,0.004187791096280591
1586,777.57,12,0.004185263234375168
1587,778.05,24,0.004182738500780616
1588,778.53,8,0.00418021688967354
1589,779.02,19,0.004177645959711298
1590,779.5,18,0.004175130640915306
1591,779.98,19,0.004172618427102843
1592,780.47,10,0.004170057072202511
1593,780.95,14,0.004167551115460885
1594,781.43,20,0.0041650482463295195
1595,781.92,20,0.00416249641291582
1596,782.4,17,0.004159999765877861
1597,782.88,18,0.004157506189206324
1598,783.36,17,0.004155015677221236
